0x0463	sub_401000(0000, 0000, 0467)	[00000000 : 00000000 : 66040000]	Reg: 
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000020
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002CC
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD34
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002CC
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(02cc, 0000, 0000)	[70000000 : 00000000 : 00000000]	Reg: FFFFFF90
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000070
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF90
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF90
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000070
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002CD
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD33
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002CD
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(02cd, 0000, 0000)	[72000000 : 00000000 : 00000000]	Reg: FFFFFF8E
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000072
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8E
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8E
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000072
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002CE
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD32
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002CE
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(02ce, 0000, 0000)	[6f000000 : 00000000 : 00000000]	Reg: FFFFFF91
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000006F
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF91
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF91
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000006F
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002CF
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD31
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002CF
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(02cf, 0000, 0000)	[62000000 : 00000000 : 00000000]	Reg: FFFFFF9E
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000062
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9E
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9E
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000062
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D0
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD30
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D0
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(02d0, 0000, 0000)	[61000000 : 00000000 : 00000000]	Reg: FFFFFF9F
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000061
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9F
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9F
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000061
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D1
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD2F
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D1
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(02d1, 0000, 0000)	[62000000 : 00000000 : 00000000]	Reg: FFFFFF9E
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000062
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9E
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9E
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000062
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D2
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD2E
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D2
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(02d2, 0000, 0000)	[6c000000 : 00000000 : 00000000]	Reg: FFFFFF94
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000006C
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF94
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF94
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000006C
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D3
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD2D
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D3
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(02d3, 0000, 0000)	[79000000 : 00000000 : 00000000]	Reg: FFFFFF87
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000079
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF87
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF87
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000079
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D4
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD2C
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D4
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(02d4, 0000, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000020
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000020
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D5
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD2B
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000002D5
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(02d5, 0000, 0000)	[62000000 : 00000000 : 00000000]	Reg: FFFFFF9E
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000062
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9E
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
